quote,author
"“It is the quality of your consciousness at this moment that is the main determinant of what kind of future you will experience,”","Eckhart Tolle,
  
    
      Practicing the Power of Now: Essential Teachings, Meditations, and Exercises from the Power of Now"
"“¿Por qué habitualmente se niega o se resiste la mente al Ahora? Porque no puede funcionar y permanecer en control sin el tiempo, que es pasado y futuro, así que percibe el Ahora intemporal como una amenaza. El tiempo y la mente son de hecho inseparables.”","Eckhart Tolle,
  
    
      El poder del ahora: Un camino hacia la realización espiritual"
"“Choice implies consciousness — a high degree of consciousness. Without it, you have no choice. Choice begins the moment you disidentify from the mind and its conditioned patterns, the moment you become present. Until you reach that point, you are unconscious, spiritually speaking.”","Eckhart Tolle,
  
    
      The Power of Now: A Guide to Spiritual Enlightenment"
"“The thought then loses its power over you and quickly subsides, because you are no longer energizing the mind through identification with it. This”","Eckhart Tolle,
  
    
      The Power of Now: A Guide to Spiritual Enlightenment"
“Resistance to the Now as a collective dysfunction is intrinsically connected to loss of awareness of Being and forms the basis of our dehumanized industrial civilization.”,"Eckhart Tolle,
  
    
      The Power of Now: A Guide to Spiritual Enlightenment"
"“The first thing to remember is this: As long as you make an identity for yourself out of the pain, you cannot become free of it.”","Eckhart Tolle,
  
    
      The Power of Now: A Guide to Spiritual Enlightenment"
"“If there is an apparent conflict between them, the thought will be the lie, the emotion will be the truth.”","Eckhart Tolle,
  
    
      The Power of Now: A Guide to Spiritual Enlightenment"
“Literally”,"Eckhart Tolle,
  
    
      A New Earth: Awakening to Your Life's Purpose"
"“Most of the time it is not you who speaks when you say or think “I” but some aspect of that mental construct, the egoic self. Once you awaken, you still use the word “I,” but it will come from a much deeper place within yourself. Most people are still completely identified with the incessant stream of mind, of compulsive thinking, most of it repetitive and pointless. There is no “I” apart from their thought processes and the emotions that go with them. This is the meaning of being spiritually unconscious. When told that there is a voice in their head that never stops speaking, they say, “What voice?” or angrily deny it, which of course is the voice, is the thinker, is the unobserved mind. It could almost be looked upon as an entity that has taken possession of them. Some people never forget the first time they disidentified from their thoughts and thus briefly experienced the shift in identity from being the content of their mind to being the awareness in the background. For others it happens in such a subtle way they hardly notice it, or they just notice an influx of joy or inner peace without knowing the reason.”","Eckhart Tolle,
  
    
      A New Earth: Awakening to Your Life's Purpose"
"“What a liberation to realize that the “voice in my head” is not who I am. Who am I then? The one who sees that. The awareness that is prior to thought, the space in which the thought—or the emotion or sense perception—happens.”","Eckhart Tolle,
  
    
      A New Earth: Create a Better Life"
"“Why does the mind habitually deny or resist the Now? Because it cannot function and remain in control without time, which is past and future, so it perceives the timeless Now as threatening. Time and mind are in fact inseparable.”","Eckhart Tolle,
  
    
      The Power of Now: A Guide to Spiritual Enlightenment"
"“They are so consumed by time that they have forgotten eternity, which is their origin, their home, their destiny. Eternity is the living reality of who you are.”","Eckhart Tolle,
  
    
      A New Earth: Create a Better Life"
“Accept the present moment and find the perfection that is deeper than any form and untouched by time. The”,"Eckhart Tolle,
  
    
      A New Earth: Awakening to Your Life's Purpose"
"“The ego thrives on others' attention, which is after all a form of psychic energy. The ego doesn't know that the source of all energy is within you, so it seeks it outside.”","Eckhart Tolle,
  
    
      A New Earth"
"“When the first sign appears, you need to be alert enough to “catch” it before it takes you over. For example, the first sign may be a sudden, strong irritation or a flash of anger, or it may be a purely physical symptom. Whatever it is, catch it before it can take over your thinking or behavior. This simply means putting the spotlight of your attention on it. If it is an emotion, feel the strong energy charge behind it. Know that it is the pain-body. At the same time, be the knowing; that is to say, be aware of your conscious presence and feel its power. Any emotion that you take your presence into will quickly subside and become transmuted.”","Eckhart Tolle,
  
    
      The Power of Now: A Guide to Spiritual Enlightenment"
"“If you find it hard to enter the Now directly, start by observing the habitual tendency of your mind to want to escape from the Now. You will observe that the future is usually imagined as either better or worse than the present. If the imagined future is better, it gives you hope or pleasurable anticipation. If it is worse, it creates anxiety. Both are illusory. Through self-observation, more presence comes into your life automatically. The moment you realize you are not present, you are present. Whenever you are able to observe your mind, you are no longer trapped in it. Another factor has come in, something that is not of the mind: the witnessing presence.”","Eckhart Tolle,
  
    
      The Power of Now: A Guide to Spiritual Enlightenment"
“quick. say something useful to this person”,Eckhart Tolle
"“NOW HERE IS YOUR SECOND CHANCE AT SURRENDER: If you cannot accept what is outside, then accept what is inside. If you cannot accept the external condition, accept the internal condition.”","Eckhart Tolle,
  
    
      Practicing the Power of Now: Essential Teachings, Meditations, and Exercises from the Power of Now"
“So the single most vital step on your journey toward enlightenment is this: learn to disidentify from your mind.”,"Eckhart Tolle,
  
    
      The Power of Now: A Guide to Spiritual Enlightenment"
"“Meister Eckhart, the thirteenth-century spiritual teacher, summed it all up beautifully: “Time is what keeps the light from reaching us. There is no greater obstacle to God than time.”","Eckhart Tolle,
  
    
      The Power of Now: A Guide to Spiritual Enlightenment"
"“Don’t just think with your head, think with your whole body.”","Eckhart Tolle,
  
    
      Practicing the Power of Now: Essential Teachings, Meditations, and Exercises from the Power of Now"
"“El amor es un estado de Ser. Tu amor no está fuera; está en lo profundo de ti. Nunca puedes perderlo, no puede dejarte. No depende de otro cuerpo,”","Eckhart Tolle,
  
    
      Practicando el poder del ahora: Enseñanzas, meditaciones y ejercicios esenciales extraídos de El poder del Ahora"
"“So don’t seek to become free of desire or “achieve” enlightenment. Become present. Be there as the observer of the mind. Instead of quoting the Buddha, be the Buddha, be “the awakened one,” which is what the word buddha means.”","Eckhart Tolle,
  
    
      The Power of Now: A Guide to Spiritual Enlightenment"
"“To go beyond the mind and reconnect with the deeper reality of Being, very different qualities are needed: surrender, nonjudgment, an openness that allows life to be instead of resisting it[.]”","Eckhart Tolle,
  
    
      The Power of Now: A Guide to Spiritual Enlightenment"
"“If the history of humanity were the clinical case history of a single human being, the diagnosis would have to be: chronic paranoid delusions, a pathological propensity to commit murder and acts of extreme violence and cruelty against his perceived ""enemies"" - his own unconsciousness projected outwards.”",Eckhart Tolle
“The egoic mind is completely conditioned by the past”,"Eckhart Tolle,
  
    
      A New Earth, The Power of Now, The Untethered Soul, The Surrender Experiment"
"“As with all the other portals, your radiant true nature remains, but not the personality. In any case, whatever is real or of true value in your personality is your true nature shining through. This is never lost. Nothing that is of value, nothing that is real, is ever lost.”","Eckhart Tolle,
  
    
      The Power of Now: A Guide to Spiritual Enlightenment"
"“So observing our emotions is as important as observing our thoughts? Yes. Make it a habit to ask yourself: What’s going on inside me at this moment? That question will point you in the right direction. But don’t analyze, just watch. Focus your attention within. Feel the energy of the emotion. If there is no emotion present, take your attention more deeply into the inner energy field of your body. It is the doorway into Being.”","Eckhart Tolle,
  
    
      The Power of Now: A Guide to Spiritual Enlightenment"
"“but by finding the goodness that is already within you, and allowing that goodness to emerge. But it can only emerge if something fundamental changes in your state of consciousness”","Eckhart Tolle,
  
    
      A New Earth: Awakening to Your Life's Purpose"
"“Nuestro propósito ahora es despertarnos en el sueño. Cuando estamos despiertos en el sueño, el drama creado en la tierra por el ego llega a su fin y aparece un sueño más benigno y maravilloso. Es la nueva tierra.”","Eckhart Tolle,
  
    
      Una nueva Tierra: Un despertar al propósito de su vida"
"“Gustavo Solivellas dice: ""El pasado no tiene poder sobre el momento presente"" (Eckhart Tolle)”","Tolle Eckhart,
  
    
      EN UNIDAD CON LA VIDA"
“preocupación añadir un solo día a su vida?” Y el Buda enseñó que la raíz del sufrimiento debe buscarse en nuestro”,"Eckhart Tolle,
  
    
      El poder del ahora"
"“Deep unconsciousness, such as the pain-body, or other deep pain, such as the loss of a loved one, usually needs to be transmuted through acceptance combined with the light of your presence —”","Eckhart Tolle,
  
    
      The Power of Now: A Guide to Spiritual Enlightenment"
"“Stress is caused by being “here” but wanting to be “there,” or being in the present but wanting to be in the future. It’s a split that tears you apart inside.”","Eckhart Tolle,
  
    
      The Power of Now: A Guide to Spiritual Enlightenment"
"“Once you see the ego for what it is, it becomes much easier to remain nonreactive toward it. You don't take it personally anymore. There is no complaining, blaming, accusing, or making wrong. Nobody is wrong. It is the ego in someone, that's all. Compassion arises when you recognize that all are suffering from the same sickness of the mind, some more acutely than others.”","Eckhart Tolle,
  
    
      A New Earth: Awakening to Your Life's Purpose"
"“greater part of human suffering is not due to natural disasters, but is inflicted by humans on one another.”","Eckhart Tolle,
  
    
      A New Earth: Awakening to Your Life's Purpose"
"“Now let your spiritual practice be this: As you go about your life, don’t give 100 percent of your attention to the external world and to your mind. Keep some within. I have spoken about this already. Feel the inner body even when engaged in everyday activities, especially when engaged in relationships or when you are relating with nature. Feel the stillness deep inside it. Keep the portal open. It is quite possible to be conscious of the Unmanifested throughout your life. You feel it as a deep sense of peace somewhere in the background, a stillness that never leaves you, no matter what happens out here. You become a bridge between the Unmanifested and the manifested, between God and the world. This is the state of connectedness with the Source that we call enlightenment.”","Eckhart Tolle,
  
    
      The Power of Now: A Guide to Spiritual Enlightenment"
"“In that state, even my desire to become free or enlightened is just another craving for fulfillment or completion in the future. So don’t seek to become free of desire or “achieve” enlightenment. Become present. Be there as the observer of the mind. Instead of quoting the Buddha, be the Buddha, be “the awakened one,” which is what the word buddha means.”","Eckhart Tolle,
  
    
      The Power of Now: A Guide to Spiritual Enlightenment"
"“el ochenta o noventa por ciento del pensamiento de la mayoría de las personas es, no sólo repetitivo e inútil, sino que por su naturaleza disfuncional y a menudo negativa, gran parte de él es también perjudicial.”","Eckhart Tolle,
  
    
      The Power of Now: A Guide to Spiritual Enlightenment"
“Awareness of the inner body is consciousness remembering its origin and returning to the Source.”,"Eckhart Tolle,
  
    
      The Power of Now: A Guide to Spiritual Enlightenment"
"“The secret of life is ""to die before you die"" and find that there is no death”","Eckhart Tolle,
  
    
      The Power of Now A Guide to Spiritual Enlightenment, The Art of Happiness 10th Anniversary Edition, You Are a Badass, Life Leverage 4 Books Collection Set"
“Buddha taught that the root of suffering is to be found in our constant wanting and craving.”,"Eckhart Tolle,
  
    
      The Power of Now: A Guide to Spiritual Enlightenment"
"“Toda la negatividad es causada por una acumulación de tiempo psicológico y por la negación del presente. La incomodidad, la ansiedad, el estrés, la preocupación — todas las formas del mi-edo — son causadas por exceso de futuro y demasiado poca presencia. La culpa, las lamentaciones, el resentimiento, las quejas, la tristeza, la amargura y todas las formas de falta de perdón son causadas por exceso de pasado y falta de presencia.”","Eckhart Tolle,
  
    
      El poder del ahora"
"“Mind can neither recognize nor create beauty. Only for a few seconds, while you were completely present, was that beauty or that sacredness there.”","Eckhart Tolle,
  
    
      The Power of Now: A Guide to Spiritual Enlightenment"
"“Ego takes everything personally. Emotion arises, defensiveness, perhaps even aggression. Are you defending the truth? No, the truth, in any case, needs no defense.”","Eckhart Tolle,
  
    
      A New Earth"
"“No puedes amar a tu compañero o compañera un momento y atacarle al siguiente. El verdadero amor no tiene opuesto. Si tu «amor» tiene un opuesto, entonces no es amor, sino la intensa necesidad del ego de una identidad más completa y profunda, necesidad que la otra persona cubre temporalmente.”","Eckhart Tolle,
  
    
      Practicando el poder del ahora: Enseñanzas, meditaciones y ejercicios esenciales extraídos de El poder del Ahora"
"“Not to be able to stop thinking is a dreadful affliction, but we don't realize this because almost everybody is suffering from it, so it is considered normal.”","Eckhart Tolle,
  
    
      The Power of Now: A Guide to Spiritual Enlightenment"
"“Whereas before you dwelt in time and paid brief visits to the Now, have your dwelling place in the Now and pay brief visits to past and future when required to deal with the practical aspects of your life situation. Always say “yes” to the present moment.”","Eckhart Tolle,
  
    
      Practicing the Power of Now: Essential Teachings, Meditations, and Exercises from the Power of Now"
“El sufrimiento necesita del tiempo; no puede sobrevivir en el Ahora.”,"Eckhart Tolle,
  
    
      El poder del ahora"
“Unhappiness is an ego-created mental-emotional disease that has reached epidemic proportions. It is the inner equivalent of the environmental pollution of our planet.”,"Eckhart Tolle,
  
    
      A New Earth: Awakening to Your Life's Purpose"
"“no momento em que acontece uma ameaça à nossa autoimagem, um desafio na vida que nos causa medo, quando as coisas “vão mal” ou quando um complexo emocional do passado vem à tona. Nessas situações, tendemos a nos tornar “inconscientes”. A reação ou a emoção nos domina, “passamos a ser” ela. Passamos a agir como ela. Arranjamos uma justificativa, erramos, agredimos, defendemos... só que não somos nós, e sim uma reação padronizada, a mente em seu modo habitual de sobrevivência.”","Eckhart Tolle,
  
    
      O Poder do Agora: Um guia para a iluminação espiritual"
"“That stillness and vastness that enables the universe to be is not just out there in space — it is also within you. When you are utterly and totally present, you encounter it as the still inner space of no-mind. Within you, it is vast in depth, not in extension. Spacial extension is ultimately a misperception of infinite depth — an attribute of the one transcendental reality.”","Eckhart Tolle,
  
    
      The Power of Now: A Guide to Spiritual Enlightenment"
“The first recognition of beauty was one of the most significant events in the evolution of human consciousness. The feelings of joy and love are intrinsically connected to that recognition.”,"Eckhart Tolle,
  
    
      A New Earth: Create a Better Life"
"“quiere crear más dolor para usted y para los demás, si no quiere aumentar más el residuo de sufrimiento pasado que aún vive en usted, no cree más tiempo, o al menos no más del necesario para manejar los aspectos prácticos de su vida. ¿Cómo detener la producción de tiempo? Dése cuenta profundamente de que el momento presente es todo lo que tiene.”","Eckhart Tolle,
  
    
      El poder del ahora"
"“La rendición no es debilidad. Hay gran fortaleza en ella. Sólo una persona rendida tiene poder espiritual. Por medio de la rendición, usted será libre interiormente de la situación.”","Eckhart Tolle,
  
    
      El poder del ahora"
"“When you don’t cover up the world with words and labels, a sense of the miraculous returns to your life that was lost a long time ago when humanity, instead of using thought, became possessed by thought. A depth returns to your life.”","Eckhart Tolle,
  
    
      A New Earth: Awakening to Your Life's Purpose"
"“You will be free to let go of unhappiness the moment you recognize it as unintelligent. Negativity is not intelligent. ... The ego may be clever, but it is not intelligent. Cleverness pursues its own little aims. Intelligence sees the larger whole in which all things are connected. ... Cleverness divides; intelligence includes.”","Eckhart Tolle,
  
    
      A New Earth: Awakening to Your Life's Purpose"
“El Buda dice que el dolor o sufrimiento surge por el deseo y que para liberarnos del sufrimiento tenemos que cortar los lazos del deseo.”,"Eckhart Tolle,
  
    
      El poder del ahora: Un camino hacia la realización espiritual"
“How you are seen by others becomes the mirror that tells you what you are like and who you are.”,"Eckhart Tolle,
  
    
      A New Earth: Create a Better Life"
“Muchos viven con un torturador en la cabeza que continuamente los ataca y los castiga y les drena la energía vital. Esto causa sufrimiento e infelicidad así como enfermedad.”,"Eckhart Tolle,
  
    
      El poder del ahora"
"“Every time you are present when the pain-body arises, some of the pain-body’s negative emotional energy will burn up, as it were, and become transmuted into Presence. The rest of the pain-body will quickly withdraw and wait for a better opportunity to arise again, that is to say, when you are less conscious. A better opportunity for the pain-body to arise may come whenever you lose Presence, perhaps after you have had a few drinks or while watching a violent film. The tiniest negative emotion, such as being irritated or anxious, can also serve as a doorway through which the pain-body can return. The pain-body needs your unconsciousness. It cannot tolerate the light of Presence.”","Eckhart Tolle,
  
    
      A New Earth: Awakening to Your Life's Purpose"
“[I]t is through knowing who you are not that the greatest obstacle to truly knowing yourself is removed.”,"Eckhart Tolle,
  
    
      A New Earth: Awakening to Your Life's Purpose"
“la mente siempre tratará de meterlo en una cajita y después ponerle una etiqueta.”,"Eckhart Tolle,
  
    
      El poder del ahora"
"“The moment your attention turns to the Now, you feel a presence, a stillness, a peace. You no longer depend on the future for fulfillment and satisfaction — you don’t look to it for salvation. Therefore, you are not attached to the results.”","Eckhart Tolle,
  
    
      The Power of Now: A Guide to Spiritual Enlightenment"
"“Whenever anything negative happens to you, there is a deep lesson concealed within it, although you may not see it at the time. Even a brief illness or an accident can show you what is real and unreal in your life, what ultimately matters and what doesn’t.”","Eckhart Tolle,
  
    
      The Power of Now: A Guide to Spiritual Enlightenment"
"“When you are seemingly diminished in some way and remain in absolute nonreaction, not just externally but also internally, you realize that nothing real has been diminished, that through becoming ""less,"" you become more. When you no longer defend or attempt to strengthen the form of yourself, you step out of identification with form, with mental self-image.”","Eckhart Tolle,
  
    
      A New Earth: Awakening to Your Life's Purpose"
"“The greatest obstacle to experiencing the reality of your connectedness is identification with your mind, which causes thought to become compulsive.”","Eckhart Tolle,
  
    
      Practicing the Power of Now"
"“The Catholic and other churches are actually correct when they identify relativism, the belief that there is no absolute truth to guide human behavior, as one of the evils of our times; but you won’t find absolute truth if you look for it where it cannot be found: in doctrines, ideologies, sets of rules, or stories. What do all of these have in common? They are made up of thought.”","Eckhart Tolle,
  
    
      A New Earth: Awakening to Your Life's Purpose"
"“When I don’t mind what happens, what does that imply? It implies that internally I am in alignment with what happens. “What happens,” of course, refers to the suchness of this moment, which always already is as it is.”","Eckhart Tolle,
  
    
      A New Earth: Awakening to Your Life's Purpose"
"“Accept whatever comes to you woven in the pattern of your destiny, for what could more aptly fit your needs?” This was written two thousand years ago by Marcus Aurelius, one of those exceedingly rare humans who possessed worldly power as well as wisdom.”","Eckhart Tolle,
  
    
      The Power of Now: A Guide to Spiritual Enlightenment"
"“A veces, simplemente, basta con cambiar la manera de hacerlo. El «cómo» siempre es más importante que el «qué». Trata de conceder mucha más atención a lo que haces que al resultado que esperas obtener. Centra toda tu atención en lo que el momento te ofrezca.”","Eckhart Tolle,
  
    
      Practicando el poder del ahora: Enseñanzas, meditaciones y ejercicios esenciales extraídos de El poder del Ahora"
"“Continuous mind activity keeps you imprisoned in the world of form and becomes an opaque screen that prevents you from becoming conscious of the Unmanifested, conscious of the formless and timeless God-essence in yourself and in all things and all creatures.”","Eckhart Tolle,
  
    
      The Power of Now: A Guide to Spiritual Enlightenment"
“I have learned to offer no resistance to what is; I have learned to allow the present moment to be and to accept the impermanent nature of all things and conditions. Thus have I found peace.”,"Eckhart Tolle,
  
    
      The Power of Now: A Guide to Spiritual Enlightenment"
"“Ego takes everything personally. Emotion arises, defensiveness, perhaps even aggression. Are you defending the truth? No, the truth, in any case, needs no defense. The light or sound does not care about what you or anybody else thinks. You are defending yourself, or rather the illusion of yourself, the mind-made substitute. It would be even more accurate to say that the illusion is defending itself.”","Eckhart Tolle,
  
    
      A New Earth: Awakening to Your Life's Purpose"
"“This is one reason why most people are always trying to escape from the present moment and are seeking some kind of salvation in the future. The first thing that they might encounter if they focused their attention on the Now is their own pain, and this is what they fear. If they only knew how easy it is to access in the Now the power of presence that dissolves the past and its pain, the reality that dissolves the illusion. If they only knew how close they are to their own reality, how close to God.”","Eckhart Tolle,
  
    
      The Power of Now: A Guide to Spiritual Enlightenment"
“The past cannot survive in your presence. It can only survive in your absence.”,"Eckhart Tolle,
  
    
      The Power of Now: A Guide to Spiritual Enlightenment"
"“Çdo veprim është shpesh më i mirë sesa asnjë veprim, sidomos nëse ke qenë i bllokuar në një situatë jo të lumtur për një kohë të gjatë. Nëse është një gabim, të paktën mëson diçka, dhe në këtë rast, nuk është më një gabim. Nëse mbetesh i bllokuar, nuk mëson asgjë.”","Eckhart Tolle,
  
    
      The Power of Now A Guide to Spiritual Enlightenment, The Art of Happiness 10th Anniversary Edition, You Are a Badass, Life Leverage 4 Books Collection Set"
"“Many relationships go through violent and destructive pain-body episodes at regular intervals. It is almost unbearably painful for a young child to have to witness the emotional violence of their parents' pain-bodies, and yet that is the fate of millions of children all over the world, the nightmare of their daily existence.”","Eckhart Tolle,
  
    
      A New Earth: Awakening to Your Life's Purpose"
"“The inability or rather unwillingness of the human mind to let go of the past is beautifully illustrated in the story of two Zen monks, Tanzan and Ekido, who were walking along a country road that had become extremely muddy after heavy rains. Near a village, they came upon a young woman who was trying to cross the road, but the mud was so deep it would have ruined the silk kimono she was wearing. Tanzan at once picked her up and carried her to the other side. The monks walked on in silence. Five hours later, as they were approaching the lodging temple, Ekido couldn’t restrain himself any longer. “Why did you carry that girl across the road?” he asked. “We monks are not supposed to do things like that.” “I put the girl down hours ago,” said Tanzan. “Are you still carrying her?”","Eckhart Tolle,
  
    
      A New Earth: Awakening to Your Life's Purpose"
“The collective egoic mind is the most dangerously insane and destructive entity ever to inhabit this planet.”,"Eckhart Tolle,
  
    
      The Power of Now: A Guide to Spiritual Enlightenment"
“You believe that you are your mind. This is the delusion. The instrument has taken you over.”,"Eckhart Tolle,
  
    
      The Power of Now: A Guide to Spiritual Enlightenment"
“Feeling sorry for yourself and telling others your story will keep you stuck in suffering.”,"Eckhart Tolle,
  
    
      The Power of Now: A Guide to Spiritual Enlightenment"
"“В полной мере используй свои чувства. Будь там, где ты есть. Смотри вокруг. Просто смотри, не интерпретируй. Любуйся светом, формами, цветом, текстурой. Осознавай безмолвное присутствие всего, что есть. Сознавай пространство, позволяющее всему этому быть. Слушай звуки; не суди их. Слушай тишину, стоящую за этими звуками. Потрогай что-нибудь – всё равно что, осязай и будь благодарен Существованию этого. Наблюдай за ритмом своего дыхания; чувствуй движения воздуха, который втекает и вытекает, ощущай энергию жизни внутри своего тела. Позволь быть всему, что есть внутри и снаружи. Дай своё добро на ""существование"" всего, что есть. Войди в момент Сейчас ещё глубже.”","Eckhart Tolle,
  
    
      The Power of Now: A Guide to Spiritual Enlightenment"
"“Love and do what you will,” said St. Augustine.”","Eckhart Tolle,
  
    
      A New Earth: Awakening to Your Life's Purpose"
"“As long as you don’t recognize those thought forms within yourself, as long as they remain unconscious, you will believe in what they say; you will be condemned to acting out those unconscious thoughts, condemned to seeking and not finding—because when those thought forms operate, no possession, place, person, or condition will ever satisfy you.”","Eckhart Tolle,
  
    
      A New Earth: Awakening to Your Life's Purpose"
“When Being becomes conscious of itself — that’s presence.”,"Eckhart Tolle,
  
    
      The Power of Now: A Guide to Spiritual Enlightenment"
"“All life-forms need obstacles and challenges in order to evolve. In the case of the ego, most of the challenges it encounters are self-created through its unconscious patterns. Eventually, the ego brings about its own demise.”","Eckhart Tolle,
  
    
      A New Earth: Awakening to Your Life's Purpose"
“Por eso se ha dicho que nada en este mundo se parece tanto a Dios como el silencio.”,"Eckhart Tolle,
  
    
      El poder del ahora: Un camino hacia la realización espiritual"
"“The process that I have just described is profoundly powerful yet simple. It could be taught to a child, and hopefully one day it will be one of the first things children learn in school. Once you have understood the basic principle of being present as the watcher of what happens inside you — and you “understand” it by experiencing it — you have at your disposal the most potent transformational tool.”","Eckhart Tolle,
  
    
      The Power of Now: A Guide to Spiritual Enlightenment"
"“If you cannot accept what is outside, then accept what is inside. If you cannot accept the external condition, accept the internal condition. This means: Do not resist the pain. Allow it to be there. Surrender to the grief, despair, fear, loneliness, or whatever form the suffering takes. Witness it without labeling it mentally. Embrace it. Then see how the miracle of surrender transmutes deep suffering into deep peace. This is your crucifixion. Let it become your resurrection and ascension.”",Eckhart Tolle Quotes
"“According to the Buddha, the human mind in its normal state generates ""dukkha,"" which can be translated as suffering, unsatisfactoriness, or just plain misery. He sees it as a characteristic of the human condition. Wherever you go, whatever you do, says the Buddha, you will encounter dukkha, and it will manifest in every situation sooner or later.”","Eckhart Tolle,
  
    
      A New Earth: Awakening to Your Life's Purpose"
"“Ese mal uso da lugar a creencias y afirmaciones absurdas y a engaños del ego, tales como “Mi o nuestro Dios es el único Dios verdadero y tu Dios es falso” o la famosa afirmación de Nietzsche “Dios ha muerto”. La palabra Dios se ha convertido en un concepto cerrado.”","Eckhart Tolle,
  
    
      El poder del ahora"
"“It makes you happy, makes you feel good about yourself, and it may become part of who you are or think you are.”","Eckhart Tolle,
  
    
      The Power of Now: A Guide to Spiritual Enlightenment"
"“Entonces la mente lo está usando. Usted está identificado incon-scientemente con ella, de forma que ni siquiera sabe que es su esclavo. Es casi como si usted estuviera poseído sin saberlo y por lo tanto toma a la entidad que lo posee por usted mismo. El comienzo de la libertad es la comprensión de que usted no es la entidad que lo posee, el que piensa. Saber esto le permite observar a esa entidad. En el momento en que usted empieza a observar al que piensa se activa un nivel más alto de conciencia. Entonces usted comienza a darse cuenta de que hay un vasto reino de inteligencia más allá del pensamiento, que el pensamiento es sólo un minúsculo aspecto de esa inteligencia. También se da cuenta de que todo lo que importa verdaderamente — la belleza, el amor, la creatividad, la alegría, la paz interior — surgen de un lugar más allá de la mente. Usted comienza a despertar.”","Eckhart Tolle,
  
    
      El poder del ahora"
"“What appears to us as space in our universe perceived through the mind and the senses is the Unmanifested itself, externalized. It is the ""body"" of God. And the greatest miracle is this: That stillness and vastness that enables the universe to be, is not just out there in space - it is also within you. When you are utterly and totally present, you encounter it as the still inner space of no-mind. Within you, it is vast in depth, not in extension.”","Eckhart Tolle,
  
    
      The Power of Now: A Guide to Spiritual Enlightenment"
“Do you hear that dog barking in the distance? Or that car passing by? Listen carefully. Can you feel the presence of the Unmanifested in that? You can’t? Look for it in the silence out of which the sounds come and into which they return. Pay more attention to the silence than to the sounds. Paying attention to outer silence creates inner silence: the mind becomes still. A portal is opening up.”,"Eckhart Tolle,
  
    
      The Power of Now: A Guide to Spiritual Enlightenment"
"“Stillness is really another word for space. Becoming conscious of stillness whenever we encounter it in our lives will connect us with the formless and timeless dimension within ourselves, that which is beyond thought, beyond ego. It may be the stillness that pervades the world of nature, or the stillness in your room in the early hours of the morning, or the silent gaps in between sounds. Stillness has no form—that is why through thinking we cannot become aware of it. Thought is form. Being aware of stillness means to be still. To be still is to be conscious without thought. You are never more essentially, more deeply, yourself than when you are still. When you are still, you are who you were before you temporarily assumed this physical and mental form called a person. You are also who you will be when the form dissolves. When you are still, you are who you are beyond your temporal existence: consciousness—unconditioned, formless, eternal.”","Eckhart Tolle,
  
    
      A New Earth: Awakening to Your Life's Purpose"
"“Conflict between surface thoughts and unconscious mental processes is certainly common. You may not yet be able to bring your unconscious mind activity into awareness as thoughts, but it will always be reflected in the body as an emotion, and of this you can become aware. To watch an emotion in this way is basically the same as listening to or watching a thought, which I described earlier. The only difference is that, while a thought is in your head, an emotion has a strong physical component and so is primarily felt in the body. You can then allow the emotion to be there without being controlled by it. You no longer are the emotion; you are the watcher, the observing presence. If you practice this, all that is unconscious in you will be brought into the light of consciousness”","Eckhart Tolle,
  
    
      The Power of Now: A Guide to Spiritual Enlightenment"
"“He vivido con varios maestros Zen, todos eran gatos”","Eckhart Tolle,
  
    
      The Power of Now: A Guide to Spiritual Enlightenment"
"“Unconscious,” the way that I use the word here, means to be identified with some mental or emotional pattern. It implies a complete absence of the watcher.”","Eckhart Tolle,
  
    
      The Power of Now: A Guide to Spiritual Enlightenment"
“Tao Te Ching.”,"Eckhart Tolle,
  
    
      A New Earth: Awakening to Your Life's Purpose"
"“En los seres humanos actuales, la conciencia está completamente identificada con su disfraz. Sólo se conoce a sí misma como forma y por lo tanto vive en el temor de la aniquilación de su forma física o psicológica. Esta es la mente egotista, y este es el punto en el que se establece una disfunción considerable.”","Eckhart Tolle,
  
    
      El poder del ahora"
"“The false, unhappy self that loves feeling miserable, resentful, or sorry for itself can then no longer survive. This is called surrender. Surrender is not weakness. There is great strength in it.”","Eckhart Tolle,
  
    
      The Power of Now: A Guide to Spiritual Enlightenment"
"“La mayoría de los seres humanos están todavía en las garras del modo egótico de conciencia: identificados con su mente y dominados por ella. Si no se liberan de su mente a tiempo, serán destruidos por ella.”","Eckhart Tolle,
  
    
      El poder del ahora"
"“No juzgue o condene lo que oye, porque hacerlo significaría que la misma voz ha vuelto a entrar por la puerta trasera.”","Eckhart Tolle,
  
    
      El poder del ahora"
"“Si no puedes sentirte a gusto cuando estás solo, buscarás una relación para remediar tu inquietud.”","Eckhart Tolle,
  
    
      Practicando el poder del ahora: Enseñanzas, meditaciones y ejercicios esenciales extraídos de El poder del Ahora"
"“On the level of thought, the resistance is some form of judgment. On the emotional level, it is some form of negativity.”","Eckhart Tolle,
  
    
      The Power of Now: A Guide to Spiritual Enlightenment"
"“la causa principal del sufrimiento físico y de las enfermedades físicas. El resentimiento, el odio, la autocompasión, la culpa, la ira, la depresión, los celos y así sucesivamente, incluso la más leve irritación, son todas formas del sufrimiento. Y todo placer o elevación emocional contiene en sí mismo la semilla del dolor:”","Eckhart Tolle,
  
    
      The Power of Now: A Guide to Spiritual Enlightenment"
